Tree_representative	GenomeID	ContigID	ProteinID	gene_type	gene	start	end	strand	HMM_Annot_IDs	product_description	PlotLabel	fill	Cluster
WP_062609695.1	GCF_001425605.1	NZ_LMRG01000007.1	WP_062576345.1	CDS	NA	20368	21534	-	PF09314;K21365;TIGR03088;COG4671	Glycosyl transferase 4-like domain	PF13439;PF13692	NA	14
WP_062609695.1	GCF_001425605.1	NZ_LMRG01000007.1	WP_062576346.1	CDS	NA	21595	22866	-	K21003	O-antigen ligase family protein	PF04932	NA	14
WP_062609695.1	GCF_001425605.1	NZ_LMRG01000007.1	WP_062576347.1	CDS	NA	22863	24425	-	PF02397;PF13727	undecaprenyl-phosphate glucose phosphotransferase	PF02397;PF13727	NA	14
WP_062609695.1	GCF_001425605.1	NZ_LMRG01000007.1	WP_062576348.1	CDS	NA	24506	25657	-	PF13439;PF13692	glycosyltransferase family 4 protein	PF13439;PF13692	NA	14
WP_062609695.1	GCF_001425605.1	NZ_LMRG01000007.1	WP_062576349.1	CDS	NA	25663	26232	-	PF02563;PF06251;TIGR03027;K20987;COG1596	putative polysaccharide export protein, PEP-CTERM sytem-associated	PF02563;PF10531	NA	14
WP_062609695.1	GCF_001425605.1	NZ_LMRG01000007.1	WP_062576350.1	CDS	NA	26447	28579	+	PF13807;PF02706;K20998;TIGR01005;COG3206;PF13807;PF02706;PF13614;TIGR01005;K16554;COG3206	exopolysaccharide transport protein family	PF02706	NA	14
WP_062609695.1	GCF_001425605.1	NZ_LMRG01000007.1	WP_062576351.1	CDS	NA	28592	29860	-	PF04339;COG5653;TIGR03019;PF04339;COG5653;TIGR03019;K05363;PF04339;COG5653;TIGR03019;K09919	Acetyltransferase involved in cellulose biosynthesis, CelD/BcsL family	PF13480	NA	14
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_062788617.1	CDS	NA	58989	59702	+	NA	hypothetical protein	hypothetical protein	NA	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_153013269.1	CDS	NA	59923	60714	+	NA	hypothetical protein	hypothetical protein	NA	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_062788623.1	CDS	NA	60788	62794	+	PF03235;PF07510	Orf5	Orf5	DMS_other	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_082696000.1	CDS	NA	63058	63378	+	NA	DUF4258 domain-containing protein	DUF4258 domain-containing protein	NA	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_062788627.1	CDS	NA	63792	64463	+	PF05762;COG4245;TIGR03436	CoCoNut-II__II_TerY	CoCoNut-II__II_TerY	CoCoNut_II	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_062788629.1	CDS	NA	64463	65155	+	PF13672;COG0631	CoCoNut-II__II_PP2C	CoCoNut-II__II_PP2C	CoCoNut_II	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_204376899.1	CDS	NA	65161	66618	+	PF00069	protein kinase domain-containing protein	PF00069	NA	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_204376900.1	CDS	NA	66570	67775	+	NA	hypothetical protein	hypothetical protein	NA	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_204376901.1	CDS	NA	67718	69967	+	PF13086;PF13087	DEAD/DEAH box helicase	PF13086;PF13087	NA	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_062788631.1	CDS	NA	69951	71441	+	NA	CoCoNut-II__II_CnuE	CoCoNut-II__II_CnuE	CoCoNut_II	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_062788634.1	CDS	NA	71441	73897	+	PF07728	CoCoNut-II__II_CnuB	CoCoNut-II__II_CnuB	CoCoNut_II	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_062788635.1	CDS	NA	73897	75741	+	NA	CoCoNut-II__II_CnuC	CoCoNut-II__II_CnuC	CoCoNut_II	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_082696001.1	CDS	NA	76079	76495	+	PF14076	DUF4258 domain-containing protein	PF14076	NA	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_082696002.1	CDS	NA	76525	76824	+	NA	hypothetical protein	hypothetical protein	NA	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_062788641.1	CDS	rmuC	76859	78463	+	PF02646;COG1322	DNA anti-recombination protein (rearrangement mutator) RmuC	rmuC	NA	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_062788643.1	CDS	NA	78664	82086	+	NA	DruH3	DruH3	druantia_type_III	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_062788646.1	CDS	NA	82083	88358	+	PF00270;PF00271	DruE3	DruE3	druantia_type_III	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_082696003.1	CDS	NA	89292	91133	-	PF06048	DUF927 domain-containing protein	PF06048	NA	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_239689508.1	CDS	NA	91126	92391	-	PF08273;PF13362;PF23639	DUF7146 domain-containing protein	PF08273;PF13362;PF23639	NA	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_338021292.1	CDS	NA	92342	92653	-	PF05930	helix-turn-helix transcriptional regulator	PF05930	NA	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_062788658.1	CDS	NA	93012	94229	-	PF00589;PF13356;PF22022	tyrosine-type recombinase/integrase	PF00589;PF13356;PF22022	integrase	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	AWT75_RS07740	tmRNA	ssrA	94393	94757	-	NA	transfer-messenger RNA	ssrA	tmRNA	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_062788660.1	CDS	NA	94826	95275	-	NA	OmpA family protein	OmpA family protein	NA	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_062788669.1	CDS	NA	95529	96212	+	PF00557;TIGR00500;COG0024	methionine aminopeptidase, type I	PF00557	NA	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_045847006.1	CDS	NA	96279	96743	-	PF11008	DUF2846 domain-containing protein	PF11008	NA	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_062788663.1	CDS	yjjJ	96940	98244	+	PF01022;PF07804	type II toxin-antitoxin system HipA family toxin YjjJ	yjjJ	NA	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_062788665.1	CDS	NA	98374	98994	+	NA	hypothetical protein	hypothetical protein	NA	9
WP_062788646.1	GCF_001515305.1	NZ_LNQV01000013.1	WP_153013270.1	CDS	NA	99048	99734	-	COG3617	Prophage antirepressor	COG3617	phage	9
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_062126258.1	CDS	rfaD	3029852	3030841	+	PF01370	ADP-glyceromanno-heptose 6-epimerase	rfaD	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_082824957.1	CDS	NA	3030828	3031478	+	PF13242	D-glycero-alpha-D-manno-heptose-1%2C7-bisphosphate 7-phosphatase	PF13242	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_156487384.1	CDS	NA	3031587	3032402	-	PF08241	class I SAM-dependent methyltransferase	PF08241	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_062126265.1	CDS	NA	3033042	3034118	-	PF00589	site-specific integrase	PF00589	integrase	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_062126268.1	CDS	NA	3034313	3034699	-	PF01850;K19686;COG4374;TIGR00028	PIN domain nuclease, a component of toxin-antitoxin system (PIN domain)	PF01850	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_062126271.1	CDS	NA	3034696	3034989	-	PF15937;TIGR01439;COG2002	looped-hinge helix DNA binding domain, AbrB family	PF04014	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_062126274.1	CDS	NA	3035223	3035804	+	PF00239;PF02796	recombinase family protein	PF00239;PF02796	integrase	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_062126277.1	CDS	NA	3035847	3036260	-	NA	hypothetical protein	hypothetical protein	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_062126279.1	CDS	NA	3036426	3036914	+	PF13328	HD domain-containing protein	PF13328	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_062126282.1	CDS	NA	3037133	3040216	+	PF13304	TrlF family AAA-like ATPase	PF13304	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_197462302.1	CDS	NA	3040326	3041573	+	PF00149	metallophosphoesterase family protein	PF00149	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_237237678.1	CDS	NA	3041575	3044553	+	PF13514;COG4717;K19171;TIGR00611;PF13514;COG4717;TIGR00611;K06074;PF13514;COG4717;TIGR00611;K22803;PF13514;COG4717;TIGR03185;K22803	Uncharacterized protein YhaN, contains AAA domain	PF13514	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_237237679.1	CDS	NA	3044568	3045023	+	NA	ATP-binding protein	ATP-binding protein	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_062126286.1	CDS	NA	3045145	3047076	+	NA	hypothetical protein	hypothetical protein	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_156487385.1	CDS	NA	3047745	3048053	+	NA	hypothetical protein	hypothetical protein	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_062126292.1	CDS	NA	3048297	3049400	+	NA	hypothetical protein	hypothetical protein	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_156487386.1	CDS	NA	3049411	3052833	+	NA	DruH3	DruH3	druantia_type_III	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_063113224.1	CDS	NA	3052837	3058854	+	PF00270;PF00271;PF09369	DruE3	DruE3	druantia_type_III	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_062126301.1	CDS	NA	3059487	3059759	+	PF02604;K19165;COG2161;TIGR01552;PF12910;COG2161;K18923;TIGR01552	Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family	PF02604	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_231902927.1	CDS	NA	3059677	3060162	+	PF02452;COG2337	mRNA-degrading endonuclease, toxin component of the MazEF toxin-antitoxin module	PF02452;COG2337	plasmid	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_078462179.1	CDS	istA	3061171	3062682	+	PF00665;PF22483	IS21 family transposase	istA	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_062127353.1	CDS	istB	3062669	3063397	+	PF01695	IS21-like element helper ATPase IstB	istB	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_062127357.1	CDS	NA	3063450	3064616	-	PF00069	serine/threonine protein kinase	PF00069	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_156487352.1	CDS	NA	3065809	3066021	-	NA	hypothetical protein	hypothetical protein	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_062127372.1	CDS	tnpA	3066236	3066598	+	PF07141;COG2963	Transposase and inactivated derivatives	tnpA	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_025292355.1	CDS	tnpB	3066595	3066942	+	PF05717	IS66 family insertion sequence element accessory protein TnpB	tnpB	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_070240668.1	CDS	tnpC	3066998	3068557	+	PF03050;PF13005;PF13007;PF13817	IS66 family transposase	tnpC	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_062127372.1	CDS	tnpA	3068694	3069056	+	PF07141;COG2963	Transposase and inactivated derivatives	tnpA	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_025292355.1	CDS	tnpB	3069053	3069400	+	PF05717	IS66 family insertion sequence element accessory protein TnpB	tnpB	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_070240668.1	CDS	tnpC	3069456	3071015	+	PF03050;PF13005;PF13007;PF13817	IS66 family transposase	tnpC	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_062127343.1	CDS	NA	3071188	3072405	-	NA	ATP-binding protein	ATP-binding protein	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_062127338.1	CDS	NA	3072675	3073352	+	PF00239	recombinase family protein	PF00239	integrase	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_063113197.1	CDS	NA	3073493	3074149	+	PF18728	AbiV family abortive infection protein	PF18728	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_062127332.1	CDS	NA	3074159	3074557	+	PF18029;COG3324;TIGR03081;K08234;PF19581;COG3324;TIGR03081;K08234	Predicted enzyme related to lactoylglutathione lyase	PF00903	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_062127329.1	CDS	NA	3074824	3075483	+	PF01656	AAA family ATPase	PF01656	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_062127326.1	CDS	NA	3075498	3075782	+	PF04221;TIGR04563;COG4877;K07722;PF16777;TIGR04563;COG4877;K07722	MXAN_4361/MXAN_4362 family small protein	PF04221;TIGR04563;COG4877;K07722;PF16777;TIGR04563;COG4877;K07722	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_070240709.1	CDS	NA	3075874	3076317	+	NA	hypothetical protein	hypothetical protein	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_070240710.1	CDS	tnpA	3076365	3076742	+	PF01527	IS66-like element accessory protein TnpA	tnpA	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_076711207.1	CDS	tnpB	3076739	3077086	+	PF05717	IS66 family insertion sequence element accessory protein TnpB	tnpB	NA	14
WP_063113224.1	GCF_001761345.1	NZ_CP017578.1	WP_056439428.1	CDS	tnpC	3077198	3078631	+	PF03050;PF13005;PF13007;PF13817	IS66 family transposase	tnpC	NA	14
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_022646924.1	CDS	NA	18054	18434	-	PF00072	response regulator transcription factor	PF00072	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_006810276.1	CDS	NA	18458	18718	-	PF07235	XapX domain-containing protein	PF07235	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_022646923.1	CDS	NA	18715	18936	-	PF07235	DUF1427 family protein	PF07235	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_022646922.1	CDS	NA	18998	19684	-	PF00857	hydrolase	PF00857	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_063151075.1	CDS	NA	19905	21776	+	PF07969	amidohydrolase	PF07969	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_023299234.1	CDS	NA	21776	22183	+	PF07681	DoxX family protein	PF07681	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_063860705.1	CDS	NA	22180	23799	+	PF05977	MFS transporter	PF05977	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_022646918.1	CDS	NA	23830	24651	+	PF00561	alpha/beta fold hydrolase	PF00561	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_063151073.1	CDS	NA	24691	26085	-	PF13347	MFS transporter	PF13347	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_063151071.1	CDS	NA	26131	27219	-	PF00150	cellulase family glycosylhydrolase	PF00150	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_023305375.1	CDS	NA	27405	28412	+	PF00356;PF13377	LacI family DNA-binding transcriptional regulator	PF00356;PF13377	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_059294105.1	CDS	fosA	28398	28823	-	PF00903;TIGR03645;COG3324;K08234	lactoylglutathione lyase family protein	fosA	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_063151069.1	CDS	trpS	29023	30024	+	PF00579	tryptophan--tRNA ligase	trpS	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_063151067.1	CDS	NA	30275	30757	+	NA	hypothetical protein	hypothetical protein	plasmid	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_063844023.1	CDS	NA	30761	32419	+	PF06958;PF06958;COG5529	Pyocin large subunit;S-type Pyocin	PF05488;PF06958;PF21431	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_063151063.1	CDS	NA	32421	32669	+	PF01320	Colicin immunity protein / pyocin immunity protein	PF01320	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_074133550.1	CDS	NA	32759	33232	-	PF08845	SymE family type I addiction module toxin	PF08845	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_063151061.1	CDS	NA	33692	34672	+	TIGR02646	TIGR02646 family protein	TIGR02646	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_063151059.1	CDS	NA	34705	35295	+	PF13649	class I SAM-dependent methyltransferase	PF13649	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_063151056.1	CDS	NA	35779	39075	+	NA	DruH3	DruH3	druantia_type_III	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_063151054.1	CDS	NA	39078	45398	+	PF00270;PF00271;PF09369	DruE3	DruE3	druantia_type_III	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_063844022.1	CDS	NA	45470	46843	-	PF01420	Specificity_I	Specificity_I	RM_type_I	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_063151264.1	CDS	hsdM	46840	48429	-	PF02384;PF12161	MTase_I	MTase_I	RM_type_I	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_063151262.1	CDS	hsdR	48501	52013	-	PF00271;PF04313;PF04851;PF08463	REase_I	REase_I	RM_type_I	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	A7V55_RS07415	tRNA	NA	52409	52493	-	NA	tRNA-Leu	tRNA	tRNA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_063150732.1	CDS	NA	52600	53322	-	NA	hypothetical protein	hypothetical protein	plasmid	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_063150731.1	CDS	miaE	53353	54111	-	PF06175;COG4445;K06169;TIGR04059	tRNA isopentenyl-2-thiomethyl-A-37 hydroxylase MiaE (synthesis of 2-methylthio-cis-ribozeatin)	miaE	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_017694625.1	CDS	rraB	54158	54583	-	PF06877;K09893;COG3076	Regulator of RNase E activity RraB	rraB	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_213083700.1	CDS	argL	54683	54778	+	PF22864	putative translational regulatory protein ArgL	argL	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_023299201.1	CDS	argF	54748	55752	+	PF00185;PF02729	ornithine carbamoyltransferase	argF	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_063150734.1	CDS	xynR	56307	57068	+	PF01614;PF01475;COG1414;TIGR02431;K19333;PF01614;PF01475;K19333;COG1414;TIGR02431;PF01614;PF03965;K05818;COG1414;TIGR02431;PF01614;PF08279;K13641;TIGR02431;COG1414;PF01614;PF08279;K19333;TIGR02431;COG1414;PF01614;PF09012;COG1414;TIGR02431;K10973;PF01614;PF09202;K19333;COG1414;TIGR02431;PF01614;PF14277;K10973;COG1414;TIGR02431;PF01614;PF14277;K19333;COG1414;TIGR02431;PF01614;PF14394;COG1414;K19333;TIGR02431;PF01614;PF14394;K10973;COG1414;TIGR02431;PF01614;PF14394;K19333;TIGR02431;COG1414;PF01614;PF20024;K19333;COG1414;TIGR02431;PF14277;PF01614;K19333;COG1414;TIGR02431	beta-ketoadipate pathway transcriptional regulators, PcaR/PcaU/PobR family;DNA-binding transcriptional regulator, IclR family	xynR	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_063150730.1	CDS	NA	57053	58663	-	PF04616;PF17851	glycoside hydrolase family 43 protein	PF04616;PF17851	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_063150729.1	CDS	NA	58675	60057	-	PF13347	MFS transporter	PF13347	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_063150728.1	CDS	yagF	60284	62251	-	PF00920;PF24877	xylonate dehydratase YagF	yagF	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	WP_023299196.1	CDS	yagE	62266	63174	-	PF00701	2-keto-3-deoxygluconate aldolase	yagE	NA	2
WP_063151054.1	GCF_900077525.1	NZ_FKFS01000006.1	A7V55_RS07465	CDS	NA	63596	63709	-	NA	YhcH/YjgK/YiaL family protein	YhcH/YjgK/YiaL family protein	NA	2
WP_063511763.1	GCF_001634695.1	NZ_LWEN01000274.1	WP_234000905.1	CDS	NA	1	2120	+	PF00176;PF00271	DEAD/DEAH box helicase	PF00176;PF00271	NA	14
WP_063511763.1	GCF_001634695.1	NZ_LWEN01000274.1	WP_063511762.1	CDS	NA	2231	5530	+	NA	DruH3	DruH3	druantia_type_III	14
WP_063511763.1	GCF_001634695.1	NZ_LWEN01000274.1	WP_063511763.1	CDS	NA	5517	11474	+	PF00270;PF00271;PF09369	DruE3	DruE3	druantia_type_III	14
WP_063511763.1	GCF_001634695.1	NZ_LWEN01000274.1	WP_197470444.1	CDS	NA	11585	12273	+	NA	hypothetical protein	hypothetical protein	NA	14
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_063647578.1	CDS	NA	220887	221495	-	PF01381;PF07883	helix-turn-helix domain-containing protein	PF01381;PF07883	NA	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_063662823.1	CDS	gcvH	221811	222191	+	PF01597	glycine cleavage system protein GcvH	gcvH	NA	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_063662825.1	CDS	gcvP	222215	225082	+	PF02347;PF21478	aminomethyl-transferring glycine dehydrogenase	gcvP	NA	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_063663208.1	CDS	NA	225495	227528	+	PF00563;PF02378	EAL domain-containing protein	PF00563;PF02378	NA	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_011263538.1	CDS	NA	227617	228489	-	PF06027;TIGR03340;K03298;COG2962	phosphonate utilization associated putative membrane protein	PF00892	NA	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_011263539.1	CDS	NA	228571	229428	-	PF12833	helix-turn-helix transcriptional regulator	PF12833	NA	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_005423023.1	CDS	NA	229729	231630	+	PF00359;PF02302;PF02378	fructose-specific PTS transporter subunit EIIC	PF00359;PF02302;PF02378	NA	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_063662827.1	CDS	manA	231702	232898	+	PF20511;PF20512;PF21621	mannose-6-phosphate isomerase%2C class I	manA	NA	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_011263542.1	CDS	NA	233044	233829	-	PF00359;PF00381;K02806;TIGR01419;COG4668	PTS IIA-like nitrogen-regulatory protein PtsN	PF00359;PF00381	NA	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_012535273.1	CDS	NA	233829	234128	-	PF02302	PTS fructose transporter subunit IIB	PF02302	NA	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_063662828.1	CDS	NA	234333	236228	+	PF00359;K02768;TIGR01419;COG1762	PTS IIA-like nitrogen-regulatory protein PtsN	PF00359;PF02302;PF02378	NA	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_063663210.1	CDS	NA	236295	238586	-	PF01734	patatin-like phospholipase family protein	PF01734	NA	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_063662830.1	CDS	csm6	238757	239884	-	PF09623;TIGR02584;K19135;COG4006	CRISPR-associated protein NE0113 (Cas_NE0113)	csm6	NA	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_063662832.1	CDS	NA	240147	246581	-	PF00270;PF00271;PF09369	DruE3	DruE3	druantia_type_III	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_063662834.1	CDS	NA	246591	250100	-	NA	DruH3	DruH3	druantia_type_III	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_063662836.1	CDS	NA	250300	251604	-	PF10117;COG4268;K19147	RM_Type_IV__FAM_2	RM_Type_IV__FAM_2	RM_Type_IV	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_063662838.1	CDS	NA	251607	253880	-	PF07728	RM_Type_IV__FAM_1	RM_Type_IV__FAM_1	RM_Type_IV	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_063662841.1	CDS	NA	254071	254961	-	NA	hypothetical protein	hypothetical protein	NA	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_063662843.1	CDS	NA	255016	255210	-	NA	hypothetical protein	hypothetical protein	NA	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	A7U65_RS08560	CDS	NA	255286	255555	-	NA	type I restriction endonuclease subunit S	type I restriction endonuclease subunit S	NA	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	A7U65_RS20645	CDS	NA	255877	256140	-	NA	hypothetical protein	hypothetical protein	NA	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_063662849.1	CDS	NA	256274	258610	-	PF15611	ZorC	ZorC	zorya_other	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_063662851.1	CDS	NA	258603	259259	-	PF00691	ZorB2	ZorB2	zorya_type_II	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_063662853.1	CDS	NA	259259	261844	-	NA	ZorA2	ZorA2	zorya_type_II	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_063662856.1	CDS	NA	261871	262206	-	NA	hypothetical protein	hypothetical protein	NA	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_063662858.1	CDS	NA	262213	263313	-	NA	ZorE2	ZorE2	ZorE	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_063662860.1	CDS	NA	263310	264020	-	PF00691	ZorB2	ZorB2	zorya_type_II	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_063662862.1	CDS	NA	264023	265792	-	NA	ZorA2	ZorA2	zorya_type_II	12
WP_063662832.1	GCF_001640415.1	NZ_LTZA01000014.1	WP_063662864.1	CDS	NA	265960	266928	-	NA	hypothetical protein	hypothetical protein	NA	12
